LemonEntry,partOfSpeech,writtenFormInfinitive,writtenForm3rdPresent,writtenFormPast,writtenFormPerfect,SyntacticFrame,subject,directObject,sense,reference,domain,range,passivePreposition
liegen,verb,liegen,liegt,lag,gelegen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/Place,http://dbpedia.org/ontology/Road,von
schätzen,verb,schätzen,schätzt,schätzte,geschätzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place,von
aufteilen,verb,aufteilen,teilt auf,teilte auf,aufgeteilt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place,von
schätzen,verb,schätzen,schätzt,schätzte,geschätzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City,von
stammen,verb,stammen,stammt,stammte,gestammt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City,von
einstufen,verb,einstufen,stuft ein,stufte ein, eingestuft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place,von
besitzen,verb,besitzen,besitzt,besaß,besessen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/City,von
beherbergen,verb,beherbergen,beherbergt,beherbergte,beherbergt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place,von
verlaufen,verb,verlaufen,verläuft,verlief,verlaufen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place,von
besetzen,verb,besetzen,besetzt,besetzte,besetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
sehen,verb,sehen,sieht,sah,gesehen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
führen,verb,führen,führt,führte,geführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
ermitteln,verb,ermitteln,ermittelt,ermittelte,ermittelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
laufen,verb,laufen,läuft,lief,gelaufen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
ansiedeln,verb,ansiedeln,siedelt an,siedelte an,angesiedelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
verbinden,verb,verbinden,verbindet,verband,verbunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
versuchen,verb,versuchen,versucht,versuchte,versucht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
bilden,verb,bilden,bildet,bildete,gebildet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
inszenieren,verb,inszenieren,inszeniert,inszenierte,inszenierte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
setzen,verb,setzen,setzt,setzte,gesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
tragen,verb,tragen,trägt,trug,getragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
beleuchten,verb,beleuchten,beleuchtet,beleuchtete,beleuchtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
folgen,verb,folgen,folgt,folgte,gefolgt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
drehen,verb,drehen,dreht,drehte,gedreht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
liegen,verb,liegen,liegt,lag,gelegen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
beruhen,verb,beruhen,beruht,beruhte,beruht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
darstellen,verb,darstellen,stellt dar,stellte dar,dargestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
wenden,verb,wenden,wendet,wandte,wendete,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
wenden,verb,wenden,wendet,wandte,wendete,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Place,von
basieren,verb,basieren,basiert,basierte,basiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
führen,verb,führen,führt,führte,geführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
schreiben,verb,schreiben,schreibt,schrieb,geschrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
handeln,verb,handeln,handelst,handelt,handelte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
spielen,verb,spielen,spielt,spielte,gespielt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
produzieren,verb,produzieren,produziert,produzierte,produzierte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
sehen,verb,sehen,sieht,sah,gesehen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
feiern,verb,feiern,feiert,feierte,gefeiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
feiern,verb,feiern,feiert,feierte,gefeiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
drehen,verb,drehen,dreht,drehte,gedreht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
besetzen,verb,besetzen,besetzt,besetzte,besetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beruhen,verb,beruhen,beruht,beruhte,beruht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
finden,verb,finden,findet,fand,gefunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
starten,verb,starten,startet,startete,gestartet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
erzählen,verb,erzählen,erzählt,erzählte,erzählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
erfolgen,verb,erfolgen,erfolgt,erfolgte,erfolgt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
starten,verb,starten,startet,startete,gestartet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
laufen,verb,laufen,läuft,lief,gelaufen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
erhalten,verb,erhalten,erhält,erhielt,erhalten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
übernehmen,verb,übernehmen,übernimmt,übernahm,übernommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
uraufführen,verb,uraufführen,uraufführt,uraufführte,uraufgeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
uraufführen,verb,uraufführen,uraufführt,uraufführte,uraufgeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
stammen,verb,stammen,stammt,stammte,gestammt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
übernehmen,verb,übernehmen,übernimmt,übernahm,übernommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
uraufführen,verb,uraufführen,uraufführt,uraufführte,uraufgeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
inszenieren,verb,inszenieren,inszeniert,inszenierte,inszenierte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
dienen,verb,dienen,dient,diente,gedient,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
dienen,verb,dienen,dient,diente,gedient,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
thematisieren,verb,thematisieren,thematisiert,thematisierte,thematisierte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
stellen,verb,stellen,stellt,stellte,gestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
behandeln,verb,behandeln,behandelst,behandelt,behandelte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
darstellen,verb,darstellen,stellt dar,stellte dar,dargestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
aufführen,verb,aufführen,führt auf,führte auf,aufgeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
aufführen,verb,aufführen,führt auf,führte auf,aufgeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beschreiben,verb,beschreiben,beschreibt,beschrieb,beschrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
schildern,verb,schildern,schildert,schilderte,geschildert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
schildern,verb,schildern,schildert,schilderte,geschildert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beschreiben,verb,beschreiben,beschreibt,beschrieb,beschrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
erleben,verb,erleben,erlebt,erlebte,erlebt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
aufführen,verb,aufführen,führt auf,führte auf,aufgeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
erleben,verb,erleben,erlebt,erlebte,erlebt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
erleben,verb,erleben,erlebt,erlebte,erlebt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
aufnehmen,verb,aufnehmen,nimmt auf,nahm auf,aufgenommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beteiligen,verb,beteiligen,beteiligt,beteiligte,beteiligt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
aufführen,verb,aufführen,führt auf,führte auf,aufgeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
enthalten,verb,enthalten,enthält,enthielt,enthalten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
versuchen,verb,versuchen,versucht,versuchte,versucht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
nehmen,verb,nehmen,nimmt,nahm,genommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
folgen,verb,folgen,folgt,folgte,gefolgt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
nehmen,verb,nehmen,nimmt,nahm,genommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vertreiben,verb,vertreiben,vertreibt,vertrieb,vertrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
inspirieren,verb,inspirieren,inspiriert,inspirierte,inspiriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
inspirieren,verb,inspirieren,inspiriert,inspirierte,inspiriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beschäftigen,verb,beschäftigen,beschäftigt,beschäftigte,beschäftigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vertreiben,verb,vertreiben,vertreibt,vertrieb,vertrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
setzen,verb,setzen,setzt,setzte,gesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bilden,verb,bilden,bildet,bildete,gebildet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
begleiten,verb,begleiten,begleitet,begleitete,begleitet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
stehen,verb,stehen,steht,stand,stund ,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
suchen,verb,suchen,sucht,suchte,gesucht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
suchen,verb,suchen,sucht,suchte,gesucht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beschäftigen,verb,beschäftigen,beschäftigt,beschäftigte,beschäftigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
beziehen,verb,beziehen,bezieht,bezog,bezogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beziehen,verb,beziehen,bezieht,bezog,bezogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
greifen,verb,greifen,greift,griff,gegriffen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verlegen,verb,verlegen,verlegt,verlegte,verlegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
realisieren,verb,realisieren,realisiert,realisierte,realisiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
nennen,verb,nennen,nennt,nannte,genannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
fortsetzen,verb,fortsetzen,setzt fort,setzte fort,fortgesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verbieten,verb,verbieten,verbietet,verbot,verboten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
bezeichnen,verb,bezeichnen,bezeichnet,bezeichnete,bezeichnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
nennen,verb,nennen,nennt,nannte,genannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
verleihen,verb,verleihen,verleiht,verlieh,verliehen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verlegen,verb,verlegen,verlegt,verlegte,verlegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bezeichnen,verb,bezeichnen,bezeichnet,bezeichnete,bezeichnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
leben,verb,leben,lebt,lebte,gelebt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
orientieren,verb,orientieren,orientiert,orientierte,orientiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verleihen,verb,verleihen,verleiht,verlieh,verliehen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bringen,verb,bringen,bringt,brachte,brächte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vermarkten,verb,vermarkten,vermarktet,vermarktete,vermarktete,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
sterben,verb,sterben,stirbt,starb,gestorben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
ziehen,verb,ziehen,zieht,zog,gezogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
entwickeln,verb,entwickeln,entwickelt,entwickelte,entwickelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
betragen,verb,betragen,beträgt,betrug,betragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
orientieren,verb,orientieren,orientiert,orientierte,orientiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
verlegen,verb,verlegen,verlegt,verlegte,verlegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
verleihen,verb,verleihen,verleiht,verlieh,verliehen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
verleihen,verb,verleihen,verleiht,verlieh,verliehen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
entwickeln,verb,entwickeln,entwickelt,entwickelte,entwickelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
sterben,verb,sterben,stirbt,starb,gestorben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
retten,verb,retten,rettet,rettete,gerettet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
dokumentieren,verb,dokumentieren,dokumentiert,dokumentierte,dokumentiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Lake,http://dbpedia.org/ontology/Country,von
halten,verb,halten,hält,hielt,gehalten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
orientieren,verb,orientieren,orientiert,orientierte,orientiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
sterben,verb,sterben,stirbt,starb,gestorben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
ziehen,verb,ziehen,zieht,zog,gezogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
präsentieren,verb,präsentieren,präsentiert,präsentierte,präsentiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
dokumentieren,verb,dokumentieren,dokumentiert,dokumentierte,dokumentiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verbieten,verb,verbieten,verbietet,verbot,verboten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
tragen,verb,tragen,trägt,trug,getragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verwenden,verb,verwenden,verwendet,verwendete,verwandte,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verbieten,verb,verbieten,verbietet,verbot,verboten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
dokumentieren,verb,dokumentieren,dokumentiert,dokumentierte,dokumentiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
komponieren,verb,komponieren,komponiert,komponierte,komponiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
retten,verb,retten,rettet,rettete,gerettet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verbieten,verb,verbieten,verbietet,verbot,verboten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bedeuten,verb,bedeuten,bedeutet,bedeutete,bedeutet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
mitwirken,verb,mitwirken,wirkt mit,wirkte mit,mitgewirkt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
retten,verb,retten,rettet,rettete,gerettet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
vermarkten,verb,vermarkten,vermarktet,vermarktete,vermarktete,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
orientieren,verb,orientieren,orientiert,orientierte,orientiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
betragen,verb,betragen,beträgt,betrug,betragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verbieten,verb,verbieten,verbietet,verbot,verboten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/language,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/Language,von
heißen,verb,heißen,heißt,hieß,geheißen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
