LemonEntry,partOfSpeech,gender,writtenFormNominative(singular),writtenFormNominative (plural),writtenFormSingular (accusative),writtenFormSingular (dative),writtenFormSingular (genetive),preposition,SyntacticFrame,copulativeArg,prepositionalAdjunct,sense,reference,domain,range
Sportlerin,noun,f,Sportlerin,Sportlerinnen,Sportlerin,Sportlerin,Sportlerin,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Staat,noun,m,Staat,Staaten,Staates,Staate,Stäte,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Meistertitel,noun,m,Meistertitel,Meistertitel,Meistertitel,Meistertitel,Meistertitels,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Florian,noun,Florian,Floriane,Florians,Florianen,Florians,Florians,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Petra,noun,Petra,Petras,Petras,Petras,Petras,Petras,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Hans,noun,m,Hans,Hänse,Hänsen,Hans,Hanses,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Arlberg,noun,m,Arlberg,—,Arlberg,Arlberg,Arlbergs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Ende,noun,n,Ende,Enden,Ende,Ende,Endes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Siegerin,noun,f,Siegerin,Siegerinnen,Siegerin,Siegerin,Siegerin,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Barbara,noun,Barbara,Barbaras,Barbaras,Barbaras,Barbaras,Barbaras,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Winter,noun,m,Winter,Winter,Winter,Winter,Winters,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Meisterschaft,noun,f,Meisterschaft,Meisterschaften,Meisterschaft,Meisterschaft,Meisterschaft,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Skiverband,noun,m,Skiverband,Skiverbände,Skiverbande,Skiverbände,Skiverbandes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Anfang,noun,m,Anfang,Anfänge,Anfange,Anfänge,Anfanges,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Serie,noun,f,Serie,Serien,Serie,Serie,Serie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Fernsehserie,noun,f,Fernsehserie,Fernsehserien,Fernsehserie,Fernsehserie,Fernsehserie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Staffel,noun,f,Staffel,Staffeln,Staffel,Staffel,Staffel,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Originaltitel,noun,m,Originaltitel,Originaltitel,Originaltitel,Originaltitel,Originaltitels,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Folge,noun,f,Folge,Folgen,Folge,Folge,Folge,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Sender,noun,m,Sender,Sender,Sender,Sender,Senders,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Deutschland,noun,n,Deutschland,Deutschländer,Deutschländern,Deutschländer,Deutschland,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Episode,noun,f,Episode,Episoden,Episode,Episode,Episode,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
September,noun,m,September,September,Septembern,September,September,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Sitcom,noun,f,Sitcom,Sitcoms,Sitcom,Sitcom,Sitcom,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
März,noun,m,März,Märze,März,Märzen,März,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Januar,noun,m,Januar,Januare,Januaren,Januare,Januars,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Premiere,noun,f,Premiere,Premieren,Premiere,Premiere,Premiere,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Idee,noun,f,Idee,Ideen,Idee,Idee,Idee,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
USA,noun,x,—,USA,—,—,—,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Februar,noun,m,Februar,Februare,Februaren,Februare,Februar,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Krimiserie,noun,f,Krimiserie,Krimiserien,Krimiserie,Krimiserie,Krimiserie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
April,noun,m,April,Aprile,Aprilen,Aprile,April,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Oktober,noun,m,Oktober,Oktober,Oktobern,Oktober,Oktober,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Zeichentrickserie,noun,f,Zeichentrickserie,Zeichentrickserien,Zeichentrickserie,Zeichentrickserie,Zeichentrickserie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Television,noun,f,Television,-,Television,Television,Television,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Juni,noun,m,Juni,Junis,Junis,Junis,Juni,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Hauptrolle,noun,f,Hauptrolle,Hauptrollen,Hauptrolle,Hauptrolle,Hauptrolle,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Staat,noun,m,Staat,Staaten,Staates,Staate,Stäte,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
November,noun,m,November,November,November,November,Novembers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Fernsehsender,noun,m,Fernsehsender,Fernsehsender,Fernsehsender,Fernsehsender,Fernsehsenders,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Dezember,noun,m,Dezember,Dezember,Dezember,Dezember,Dezembers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Titel,noun,m,Titel,Titel,Titel,Titel,Titels,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
August,noun,m,August,Auguste,Auguste,Auguste,Augusts,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Ausstrahlung,noun,f,Ausstrahlung,Ausstrahlungen,Ausstrahlung,Ausstrahlung,Ausstrahlung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Juli,noun,m,Juli,Julis,Julis,Julis,Juli,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
leben,noun,lebe,lebst,lebt,leb,lebte,lebte,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
David,noun,David,Davide,Davids,Daviden,Davids,Davids,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Regie,noun,f,Regie,Regien,Regie,Regie,Regie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Roman,noun,m,Roman,Romane,Roman,Roman,Romans,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Film,noun,m,Film,Filme,Filme,Filme,Films,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
fernsehen,noun,sehe fern,siehst fern,sieht fern,seht fern,sähe fern,sah fern,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Michael,noun, Michaele, Michael,Michaels, Michaeln, Michaels, Michaele,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Mittelpunkt,noun,m,Mittelpunkt,Mittelpunkte,Mittelpunkte,Mittelpunkte,Mittelpunktes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Raum,noun,m,Raum,Räume,Raume,Räume,Raums,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Ableger,noun,m,Ableger,Ableger,Ableger,Ableger,Ablegers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Show,noun,f,Show,Shows,Show,Show,Show,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Produktion,noun,f,Produktion,Produktionen,Produktion,Produktion,Produktion,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Original,noun,n,Original,Originale,Original,Original,Originals,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Handlung,noun,f,Handlung,Handlungen,Handlung,Handlung,Handlung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Hauptdarsteller,noun,m,Hauptdarsteller,Hauptdarsteller,Hauptdarsteller,Hauptdarsteller,Hauptdarstellers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Familie,noun,f,Familie,Familien,Familie,Familie,Familie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Auftrag,noun,m,Auftrag,Aufträge,Auftrage,Aufträge,Auftrages,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Nickelodeon,noun,n,Nickelodeon,Nickelodeons,Nickelodeon,Nickelodeon,Nickelodeons,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Video,noun,n,Video,Videos,Video,Video,Videos,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Warner,noun,m,Warner,Warner,Warner,Warner,Warners,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Zusammenarbeit,noun,f,Zusammenarbeit,—,Zusammenarbeit,Zusammenarbeit,Zusammenarbeit,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Comedy,noun,f,Comedy,Comedys,Comedy,Comedy,Comedy,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Studio,noun,n,Studio,Studios,Studio,Studio,Studios,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
City,noun,f,City,Citys,City,City,City,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Sendung,noun,f,Sendung,Sendungen,Sendung,Sendung,Sendung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Minute,noun,f,Minute,Minuten,Minute,Minute,Minute,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Buch,noun,n,Buch,Bücher,Buche,Bücher,Buchs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Comic,noun,m,n,Comic,Comic,Comic,Comic,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Amazon,noun,m,Amazon,—,Amazon,Amazon,Amazons,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Fortsetzung,noun,f,Fortsetzung,Fortsetzungen,Fortsetzung,Fortsetzung,Fortsetzung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Rolle,noun,f,Rolle,Rollen,Rolle,Rolle,Rolle,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Figur,noun,f,Figur,Figuren,Figur,Figur,Figur,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Produzent,noun,m,Produzent,Produzenten,Produzenten,Produzenten,Produzenten,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Geschichte,noun,f,Geschichte,Geschichten,Geschichte,Geschichte,Geschichte,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Peter,noun,Peter,Peters,Peters,Peter,Petern,Peter,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Simon,noun,Simon,Simone,Simons,Simonen,Simons,Simons,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
verbrechen,noun,verbreche,verbrichst,verbricht,verbrecht,verbrochen,verbrach,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Veröffentlichung,noun,f,Veröffentlichung,Veröffentlichungen,Veröffentlichung,Veröffentlichung,Veröffentlichung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Star,noun,m,Star,Stare,Stare,Stare,Stars,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Kleinstadt,noun,f,Kleinstadt,Kleinstädte,Kleinstadt,Kleinstadt,Kleinstadt,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
Reihe,noun,f,Reihe,Reihen,Reihe,Reihe,Reihe,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/developer,http://dbpedia.org/ontology/ Software	,http://dbpedia.org/ontology/University 
